"id","name","is_members","lowalch","highalch","examine"
5284,"Banana tree seed",True,8,12,"Plant in a plantpot of soil to grow a sapling."
5286,"Curry tree seed",True,15,23,"Plant in a plantpot of soil to grow a sapling."
5287,"Pineapple seed",True,29,44,"Plant in a plantpot of soil to grow a sapling."
5312,"Acorn",True,2,3,"Plant this in a plantpot of soil to grow a sapling."
1331,"Adamant scimitar",False,1024,1536,"A vicious, curved sword."
1426,"Black mace",False,172,259,"A spiky mace."
1594,"Unholy mould",True,80,120,"Used to make unholy symbols."
20595,"Elder chaos hood",True,200,300,"The hood worn by the dangerous elder druids."
12601,"Ring of the gods",True,20000,30000,"An ancient ring said to bring you closer to the Gods."
13179,"Vet'ion jr.",True,0,0,"Only the true lord & king of the lands can lift his burden."
4675,"Ancient staff",True,40000,60000,"A magical staff of ancient origin..."
11930,"Odium shard 3",True,12400,18600,"A broken shield piece."
7198,"Admiral pie",True,124,186,"Much tastier than a normal fish pie."
2448,"Superantipoison(4)",True,144,216,"4 doses of super antipoison potion."
11090,"Phoenix necklace",True,1620,2430,"In case of emergency, wear necklace."
13181,"Scorpia's offspring",True,"","","A scuttling little scorpion with an incredibly vicious tail."
11212,"Dragon arrow",True,320,480,"An arrow made using a dragon's talon."
6705,"Potato with cheese",True,3,4,"A baked potato with butter and cheese."
11929,"Odium shard 2",True,12400,18600,"A broken shield piece."
11990,"Fedora",True,120,180,"Makes you look fedorable."
9185,"Rune crossbow",True,6480,9720,"A runite crossbow."
11928,"Odium shard 1",True,12400,18600,"A broken shield piece."
2570,"Ring of life",True,1410,2115,"An enchanted ring."
3387,"Splitbark body",True,18000,27000,"Provides good protection."
151,"Fishing potion(3)",True,80,120,"3 doses of Fishing potion."
4123,"Steel boots",True,120,180,"These will protect my feet."
13383,"Xerician fabric",True,1,1,"An old scrap of cloth, containing remnants of Xeric's forgotten magicks."
13576,"Dragon warhammer",True,48000,72000,"Spikey, close combat weapon."
13391,"Lizardman fang",True,24,36,"Ripped from the maw of a dying lizardman of Kourend."
13393,"Xeric's talisman",True,140,210,"An enervated relic of the ancient times of Kourend."
143,"Prayer potion(1)",True,30,45,"1 dose of Prayer restore potion."
8782,"Mahogany plank",True,600,900,"A plank of expensive mahogany."
6032,"Compost",True,8,12,"Good for plants, helps them grow."
13395,"Intelligence",True,0,0,"Looted from a gangster whose meeting ended violently."
1107,"Black chainbody",False,576,864,"A series of connected metal rings."
1327,"Black scimitar",False,307,460,"A vicious, curved sword."
19529,"Zenyte shard",True,30000,45000,"A shard of unstable zenyte."
19592,"Ballista limbs",True,20000,30000,"Sturdy struts."
19584,"Javelin shaft",True,0,0,"It's not very strong, but it could be pointy if you put a pointy tip on it."
1603,"Ruby",False,400,600,"This looks valuable."
19580,"Rune javelin heads",True,540,810,"Needs a shaft."
19586,"Light frame",True,20000,30000,"A light wooden frame."
19589,"Heavy frame",True,20000,30000,"A heavy wooden frame."
139,"Prayer potion(3)",True,60,91,"3 doses of Prayer restore potion."
6689,"Saradomin brew(2)",True,60,90,"2 doses of Saradomin brew."
1269,"Steel pickaxe",False,200,300,"Used for mining."
1271,"Adamant pickaxe",False,1280,1920,"Used for mining."
243,"Blue dragon scale",True,20,30,"A large shiny scale."
11232,"Dragon dart tip",True,100,150,"A deadly looking dragon dart tip - needs feathers for flight."
11375,"Adamant hasta",True,832,1248,"An adamant-tipped, one-handed hasta."
2499,"Blue d'hide body",True,3744,5616,"Made from 100% real dragonhide."
11377,"Rune hasta",True,8320,12480,"A rune-tipped, one-handed hasta."
2491,"Black d'hide vambraces",True,1728,2592,"Vambraces made from 100% real dragonhide."
11992,"Lava scale",True,20,30,"A scale from the hide of a lava dragon."
4087,"Dragon platelegs",True,108000,162000,"These look pretty heavy."
13441,"Anglerfish",True,180,270,"I hope this tastes better than it looks."
4125,"Black boots",True,230,345,"These will protect my feet."
2327,"Meat pie",False,6,9,"Not for vegetarians."
1077,"Black platelegs",False,768,1152,"Big, black and heavy looking."
13439,"Raw anglerfish",True,180,270,"I should try cooking this."
21275,"Dark claw",True,1000,1500,"More menacing when attached to the owner. Emanates a dark energy."
21273,"Skotos",True,"","","Spawn of Darkness."
19685,"Dark totem",True,180,270,"A dark power emanates from this totem."
19701,"Jar of darkness",True,0,0,"It smells like it's been where the sun doesn't shine."
6571,"Uncut onyx",True,80000,120000,"This would be worth more cut."
21270,"Eternal gem",True,3800,5700,"Like the enchanted gem sold by Slayer Masters, only with an eternal charge."
4127,"Mithril boots",True,312,468,"These will protect my feet."
4129,"Adamant boots",True,768,1152,"These will protect my feet."
20756,"Hill giant club",False,24000,36000,"A brutal weapon popular among giants."
849,"Willow shortbow",False,80,120,"A shortbow made out of willow, still effective."
847,"Willow longbow",False,128,192,"A nice sturdy bow made out of willow."
20895,"Vanguard judgement",True,0,0,"The Judgement of the Vanguard."
20984,"Xeric's aid (+)(4)",True,16,24,"The power of Xeric is stored within this potion. It was mixed perfectly!"
20960,"Revitalisation (+)(4)",True,16,24,"This potion will aid stat recovery. It was mixed perfectly!"
20996,"Overload (+)(4)",True,20,30,"The power of elder warriors, twisted archers and kodai wizards combined; extremely dangerous. It was mixed perfectly!"
20893,"Transdimensional notes",True,0,0,"Ancient notes on transdimensional travel."
20890,"Tekton's journal",True,0,0,"Scrawled jottings of a diminished mind."
20910,"Stinkhorn mushroom",True,0,1,"Whatever potion I make out of this, let's hope it tastes better than this smells."
6573,"Onyx",True,80000,120000,"This looks valuable."
20911,"Endarkened juice",True,0,1,"A dark magic has imbued this juice."
21036,"Mallignum root plank",True,0,1,"Tekton's old building materials."
307,"Fishing rod",False,2,3,"Useful for catching sardine or herring."
10010,"Butterfly net",True,8,12,"For catching butterflies..."
1523,"Lockpick",True,8,12,"For picking tough locks."
20853,"Cave worms",True,0,0,"For use with a fishing rod."
20897,"Houndmaster's diary",True,0,0,"Confessions of a troubled soul."
20888,"Nistirio's manifesto",True,0,0,"The ancient writings of a crazed mage."
20906,"Golpar seed",True,0,1,"Golpar in seed form. Hopefully there's somewhere to plant this."
21298,"Obsidian helmet",True,22528,33792,"Provides excellent protection."
21291,"Jal-nib-rek",True,"","","It loves to nibble."
21490,"Seaweed spore",True,8,12,"A seaweed spore - plant in a seaweed patch."
5314,"Maple seed",True,19,28,"Plant this in a plantpot of soil to grow a sapling."
21486,"Teak seed",True,19,28,"Plant this in a plantpot of soil to grow a sapling."
21543,"Calcite",True,12,18,"A large crystal of calcium carbonate."
21622,"Volcanic ash",True,80,120,"One of the ingredients for making ultra compost."
21555,"Numulite",True,4,6,"A form of currency on Fossil Island."
21562,"Unidentified small fossil",True,40,60,"A small paleontological find ready for cleaning."
21564,"Unidentified medium fossil",True,80,120,"A medium-sized paleontological find ready for cleaning."
21566,"Unidentified large fossil",True,120,180,"A large paleontological find ready for cleaning."
21568,"Unidentified rare fossil",True,500,750,"An unusual paleontological find ready for cleaning."
21637,"Wyvern visage",True,300000,450000,"It looks like this could be attached to a shield somehow."
21646,"Granite longsword",True,12800,19200,"A razor sharp longsword made of stone."
21643,"Granite boots",True,5000,7500,"These will protect my feet, but are a bit heavy."
12699,"Super combat potion(2)",True,36,54,"2 doses of super combat potion."
21655,"Pufferfish",True,92,138,"Full of hot air."
21504,"Giant seaweed",True,0,1,"Seaweed of large size."
2152,"Toad's legs",True,0,1,"They're a gnome delicacy apparently."
11326,"Caviar",True,20,30,"Caviar, or expensive fishy eggs."
21545,"Pyrophosphite",True,12,18,"A phosphate rich mineral dust."
21797,"Justiciar's hand",True,5,8,"The hand of a Saradominist justiciar."
21798,"Ent's roots",True,5,8,"The roots of a Guthixian Ent."
21799,"Demon's heart",True,5,8,"The heart of a Zamorakian Demon."
21820,"Revenant ether",True,100,150,"Ethereal essence of the revenants."
22299,"Ancient medallion",True,1600000,2400000,"A mysterious artifact of ancient times, precious to emblem traders."
21816,"Bracelet of ethereum",True,30000,45000,"The bracelet glows with ethereal power."
22557,"Amulet of avarice",True,18000,27000,"A hauntingly beautiful amulet bearing the shape of a skull."
1149,"Dragon med helm",True,40000,60000,"Makes the wearer pretty intimidating."
22550,"Craw's bow",True,48000,72000,"This bow once belonged to a formidable follower of Armadyl."
21802,"Revenant cave teleport",True,4,6,"Teleports you to the Revenant cave in the Wilderness."
21807,"Ancient emblem",True,200000,300000,"A mysterious artifact of ancient times, of some value to emblem traders."
21810,"Ancient totem",True,400000,600000,"A mysterious artifact of ancient times, of reasonable value to emblem traders."
21813,"Ancient statuette",True,800000,1200000,"A mysterious artifact of ancient times, of substantial value to emblem traders."
21804,"Ancient crystal",True,100000,150000,"An ancient crystal containing magical energy."
329,"Salmon",False,12,18,"Some nicely cooked salmon."
21838,"Shaman mask",False,3200,4800,"The mask worn by ogre shamans."
21880,"Wrath rune",True,200,300,"Used for very high level missile spells."
1615,"Dragonstone",True,4000,6000,"This looks valuable."
21930,"Dragon bolts (unf)",True,56,84,"Unfeathered dragon crossbow bolts."
21918,"Dragon limbs",True,14000,21000,"A pair of dragon crossbow limbs."
22103,"Dragon metal lump",True,60000,90000,"A badly damaged lump of dragon metal."
19578,"Adamant javelin heads",True,176,264,"Needs a shaft."
9380,"Adamant bolts(unf)",True,0,0,"Unfeathered adamantite crossbow bolts."
22118,"Wrath talisman",True,1,2,"A mysterious power emanates from the talisman..."
22100,"Dragon metal slice",True,40000,60000,"A badly damaged slice of dragon metal."
22124,"Superior dragon bones",True,64,96,"There's something unnatural about these bones."
9189,"Sapphire bolt tips",True,6,10,"Sapphire bolt tips."
9192,"Diamond bolt tips",True,53,79,"Diamond bolt tips."
824,"Rune dart tip",True,70,105,"A deadly-looking dart tip made of runite - needs feathers for flight."
1377,"Dragon battleaxe",True,80000,120000,"A vicious looking axe."
22111,"Dragonbone necklace",True,32000,48000,"A necklace made out of dragon bones."
22106,"Jar of decay",True,0,0,"Very healthy."
22372,"Bryophyta's essence",True,2800,4200,"Ready to infuse a Battlestaff with the power of Nature."
1755,"Chisel",False,0,0,"Good for detailed Crafting."
22512,"The wild hunt",True,20,30,"An old journal written by Lord Drakan himself."
22508,"Arachnids of vampyrium",True,20,30,"Details on the various types of Nylocas."
22506,"The butcher",True,20,30,"The deranged ramblings of someone known as the butcher."
22504,"Serafina's diary",True,20,30,"The old diary of a former citizen of Meiyerditch."
22514,"Verzik vitur - patient record",True,20,30,"Medical notes by Vulcan Orvoros on Verzik Vitur."
22510,"The shadow realm",True,20,30,"Research notes on the shadow realm."
22881,"Attas seed",True,400,600,"Plant this in an anima farming patch."
20661,"Tangleroot",True,0,0,"Don't be hasty."
22994,"Bottomless compost bucket",True,18000,27000,"It's a bucket that can hold a lot of compost at once."
22887,"White lily seed",True,120,180,"A white lily seed - plant in a flower patch."
22786,"Hydra bones",True,64,96,"The bones of a hydra."
4093,"Mystic robe bottom",True,32000,48000,"The lower half of a magical robe."
22973,"Hydra's eye",True,40000,60000,"It's the... eye of the Hydra! It looks like it can be combined with a heart and a fang."
22988,"Hydra tail",True,40000,60000,"Tail of a hydra, can be attached to a bonecrusher."
12701,"Super combat potion(1)",True,16,24,"1 dose of super combat potion."
20849,"Dragon thrownaxe",True,300,450,"A razor sharp throwing axe."
3030,"Super restore(1)",True,48,72,"1 dose of super restore potion."
22804,"Dragon knife",True,66,100,"A finely balanced and powerful throwing knife."
2497,"Black d'hide chaps",True,2488,3732,"Made from 100% real dragonhide."
22780,"Wyrm bones",True,64,96,"I wonder how Wyrms have bones..."
21009,"Dragon sword",True,28800,43200,"A razor sharp sword."
44,"Rune arrowtips",True,80,120,"I can make some arrows with these."
2495,"Red d'hide chaps",True,2072,3108,"Made from 100% real dragonhide."
22783,"Drake bones",True,64,96,"The bones of a ferocious Drake."
1434,"Dragon mace",True,20000,30000,"A spiky mace."
22960,"Drake's tooth",True,40000,60000,"The tooth of a ferocious drake. They could be combined with holy sandals."
10136,"Rainbow fish",True,48,72,"Well, this would certainly add some colour to a meal."
1305,"Dragon longsword",True,40000,60000,"A very powerful sword."
3026,"Super restore(3)",True,96,144,"3 doses of super restore potion."
22983,"Hydra leather",True,40000,60000,"Hide from a ferocious Hydra. It looks pretty tough."
22966,"Hydra's claw",True,60000,90000,"The claw of a ferocious hydra."
23077,"Alchemical hydra heads",True,"","","Yuck! I could get it stuffed!"
23064,"Jar of chemicals",True,0,0,"Looks unstable."
22746,"Ikkle hydra",True,0,0,"How does it not fall over?"
10346,"3rd age platelegs",True,80000,120000,"Fabulously ancient armour beaten from magical silver."
389,"Raw manta ray",True,80,120,"A rare catch."
23185,"Ring of 3rd age",False,4800,7200,"Makes you look like something really old, for those moments when you want that."
5937,"Weapon poison(+)",True,115,172,"A vial of extra strong weapon poison, for spears and daggers."
23497,"Temple coin",True,0,0,"An old coin from a ruined temple. It feels ominous to the touch."
23528,"Sarachnis cudgel",True,48000,72000,"Not to be confused with a Sarachnis cuddle."
7056,"Egg potato",True,4,7,"A baked potato with egg and tomato."
23520,"Giant egg sac",True,400,600,"A less giant sac of red spider eggs, hopefully none of them hatch!"
23525,"Jar of eyes",True,0,0,"Stop staring!"
23495,"Sraracha",True,0,0,"Good thing there's no such thing as Sarachnophobia."
1488,"Paladin's badge",True,4,6,"A coat of arms of the Ardougne Paladins."
1489,"Paladin's badge",True,4,6,"A coat of arms of the Ardougne Paladins."
1490,"Paladin's badge",True,4,6,"A coat of arms of the Ardougne Paladins."
1497,"Amulet of othanian",True,0,0,"A mystical demonic amulet."
1498,"Amulet of doomion",True,0,0,"A mystical demonic amulet."
1499,"Amulet of holthion",True,0,0,"A mystical demonic amulet."
6070,"Mourner cloak",True,20,30,"A dull brown cape."
23866,"Crystal shards",True,"","","Shards of the finest crystal, used to craft items within the Gauntlet."
23872,"Raw paddlefish",True,"","","I should try cooking this."
23875,"Grym leaf",True,"","","From a grym root, used to make a divine and energising potion."
23904,"Teleport crystal",True,"","","A tiny crystal enchanted to return the user to the start of the Gauntlet."
23834,"Weapon frame",True,"","","Could be used to make some kind of weapon."
23868,"Crystal spike",True,"","","This could sit nicely on top of a weapon."
23870,"Crystal orb",True,"","","A magical looking orb made of crystal."
23869,"Crystalline bowstring",True,"","","An enchanted bowstring."
23824,"Corrupted shards",True,"","","Shards of corrupted crystal, used to craft items within the Gauntlet."
23835,"Grym leaf",True,"","","From a grym root, used to make a divine and energising potion."
23858,"Corrupted teleport crystal",True,"","","A corrupted crystal enchanted to return the user to the start of the Gauntlet."
23871,"Weapon frame",True,"","","Could be used to make some kind of weapon."
23831,"Corrupted spike",True,"","","This could sit nicely on top of a weapon."
23953,"Crystal tool seed",True,200000,300000,"A seed to be sung into the best tools of the craft."
23908,"Zalcano shard",True,640,960,"Makes a dragon pickaxe more beautiful."
23760,"Smolcano",True,"","","Not so threatening at this size."
24256,"Unsealed letter",True,40,60,"A letter which has had its seal opened."
24268,"Basilisk jaw",True,200000,300000,"The jaw of a Basilisk Knight."
24422,"Nightmare staff",True,240000,360000,"An ancient staff corrupted by darkness."
24419,"Inquisitor's great helm",True,200000,300000,"The great helmet of the turncloak justiciar."
10927,"Sanfew serum(3)",True,96,144,"A 3 dose Sanfew Serum."
189,"Zamorak brew(3)",True,70,105,"3 doses of Zamorak brew."
25837,"Slepey tablet",True,30000,45000,"Strange glowing symbols are inscribed in this tablet."
25838,"Parasitic egg",True,0,0,"Gross, only a nightmare would like this."
24491,"Little nightmare",True,0,0,"Quite the little nightmare."
24495,"Jar of dreams",True,0,0,"With this jar, your dreams can come true!"
24417,"Inquisitor's mace",True,2000000,3000000,"A powerful mace once wielded by the turncloak justiciar."
24517,"Eldritch orb",True,1600000,2400000,"An ancient magical orb, corrupted by darkness."
24514,"Volatile orb",True,1600000,2400000,"An ancient magical orb, corrupted by darkness."
23959,"Enhanced crystal teleport seed",True,40000,60000,"A seed to be sung into an infinite teleport crystal."
24777,"Blood shard",True,80000,120000,"A magical shard filled with a dark power."
303,"Small fishing net",False,2,3,"Useful for catching small fish."
25422,"Bleached bones",True,0,0,"A worthy offering to a dark god."
25676,"Barronite shards",False,0,0,"Shards of strange glowing ore."
25700,"Chaos core",True,9,14,"The corrupted core of a Chaos Golem."
25639,"Barronite guard",False,3412,5119,"A chunky piece of barronite."
25698,"Body core",False,5,8,"The corrupted core of a Body Golem."
25696,"Mind core",False,3,4,"The corrupted core of a Mind Golem."
1424,"Steel mace",False,90,135,"A spiky mace."
325,"Sardine",False,4,6,"Some nicely cooked sardines."
